user_id,age,income,city,employment,credit_score
U415,54,2033,Jakarta,freelancer,727
U416,32,11378,Surabaya,employee,720
U417,51,14940,Jakarta,business,761
U418,37,10974,Surabaya,employee,613
U419,44,14750,Medan,employee,568
U420,56,11361,Bandung,business,587
U421,48,10623,Medan,employee,794
U422,31,2311,Jakarta,freelancer,532
U423,54,4239,Surabaya,freelancer,729
U424,35,7618,Surabaya,freelancer,527
U425,43,11030,Bandung,business,657
U426,39,14535,Surabaya,business,640
U427,48,2924,Bandung,freelancer,529
U428,45,13336,Medan,business,616
U429,48,4436,Surabaya,business,728
U430,26,8518,Surabaya,business,505
U431,23,8936,Medan,employee,577
U432,46,14771,Jakarta,business,780
U433,40,4346,Bandung,freelancer,615
U434,37,10992,Bandung,employee,783
U435,30,2168,Bandung,freelancer,689
U436,33,3883,Medan,employee,501
U437,47,13665,Medan,freelancer,676
U438,53,11436,Bandung,business,667
U439,55,3337,Medan,freelancer,712
U440,55,8076,Bandung,employee,701
U441,60,14706,Surabaya,business,503
U442,37,5757,Medan,employee,580
U443,42,10833,Medan,business,719
U444,50,14824,Surabaya,freelancer,711
U445,21,3084,Medan,employee,625
U446,32,4109,Bandung,freelancer,537
U447,25,14307,Medan,business,509
U448,40,10272,Jakarta,freelancer,536
U449,45,2041,Jakarta,employee,670
U450,32,6881,Surabaya,employee,724
U451,52,14414,Jakarta,freelancer,566
U452,50,9257,Jakarta,freelancer,595
U453,21,14146,Jakarta,freelancer,596
U454,23,5549,Surabaya,business,775
U455,21,3366,Medan,employee,569
U456,51,8502,Medan,business,532
U457,40,5984,Jakarta,employee,588
U458,44,5247,Medan,freelancer,534
U459,37,6188,Surabaya,freelancer,559
U460,44,11608,Bandung,employee,667
U461,47,13436,Bandung,freelancer,702
U462,36,13452,Medan,freelancer,727
U463,44,13508,Medan,business,607
U464,29,10781,Surabaya,business,539
U465,41,3057,Medan,employee,754
U466,35,10703,Bandung,freelancer,547
U467,23,3733,Jakarta,freelancer,798
U468,57,11970,Medan,employee,704
U469,48,10710,Bandung,freelancer,611
U470,36,12730,Jakarta,freelancer,748
U471,46,13462,Medan,employee,658
U472,48,9770,Surabaya,employee,575
U473,27,13578,Bandung,freelancer,722
U474,41,11998,Surabaya,freelancer,757
U475,26,8619,Jakarta,business,686
U476,59,7846,Surabaya,employee,720
U477,21,11382,Bandung,business,756
U478,37,7891,Surabaya,business,773
U479,35,10642,Jakarta,business,683
U480,36,5866,Jakarta,freelancer,718
U481,26,10161,Surabaya,business,691
U482,50,7360,Surabaya,freelancer,599
U483,26,10596,Jakarta,business,786
U484,43,8176,Bandung,business,511
U485,43,14569,Jakarta,business,584
U486,48,4956,Medan,employee,520
U487,52,6107,Medan,business,518
U488,21,4757,Bandung,freelancer,652
U489,41,4662,Jakarta,employee,604
U490,45,3063,Medan,freelancer,726
U491,33,13560,Jakarta,business,507
U492,37,2866,Surabaya,freelancer,680
U493,53,12984,Surabaya,business,706
U494,32,3591,Surabaya,employee,637
U495,31,14844,Surabaya,freelancer,784
U496,33,12494,Bandung,employee,644
U497,60,3497,Jakarta,freelancer,667
U498,42,6235,Medan,freelancer,777
U499,31,13964,Bandung,freelancer,697
U500,25,3846,Jakarta,business,564
U501,28,2807,Bandung,freelancer,769
U502,42,12855,Surabaya,business,691
U503,33,13398,Surabaya,freelancer,739
U504,28,6106,Bandung,freelancer,741
U505,46,12770,Bandung,freelancer,690
U506,41,4019,Jakarta,business,552
U507,59,10148,Surabaya,employee,587
U508,40,11054,Medan,business,773
U509,29,13134,Jakarta,freelancer,539
U510,32,3465,Medan,employee,711
U511,23,11202,Jakarta,business,524
U512,49,14840,Surabaya,business,717
U513,22,13160,Jakarta,freelancer,712
U514,37,5115,Surabaya,business,564
U515,21,8010,Surabaya,business,602
U516,50,4354,Medan,employee,516
U517,56,5406,Jakarta,business,665
U518,25,5298,Bandung,freelancer,558
U519,54,3195,Jakarta,employee,721
U520,55,8818,Surabaya,freelancer,733
U521,42,14484,Medan,freelancer,587
U522,60,4147,Medan,business,583
U523,55,4719,Surabaya,freelancer,640
U524,32,10407,Medan,freelancer,710
U525,49,8102,Jakarta,freelancer,540
U526,42,10813,Bandung,business,669
U527,60,7884,Bandung,employee,578
U528,53,3461,Medan,freelancer,583
U529,44,2306,Medan,business,627
U530,36,11814,Bandung,business,668
U531,28,13733,Bandung,employee,693
U532,32,7065,Jakarta,business,551
U533,51,2421,Bandung,freelancer,560
U534,53,10353,Surabaya,freelancer,652
U535,32,8933,Bandung,employee,662
U536,48,14713,Medan,business,785
U537,44,12341,Jakarta,freelancer,734
U538,51,10406,Bandung,employee,519
U539,21,11391,Medan,freelancer,515
U540,37,8501,Jakarta,business,763
U541,40,3487,Surabaya,business,576
U542,54,14115,Medan,business,595
U543,56,11263,Bandung,freelancer,577
U544,30,14481,Jakarta,employee,560
U545,49,8770,Jakarta,freelancer,500
U546,34,14117,Medan,freelancer,609
U547,41,4893,Bandung,employee,619
U548,32,4103,Jakarta,business,596
U549,35,4210,Surabaya,freelancer,664
U550,22,2094,Surabaya,employee,697
U551,34,10405,Medan,freelancer,773
U552,44,7685,Bandung,employee,685
U553,37,12688,Bandung,employee,546
U554,60,4478,Bandung,business,656
U555,30,6087,Bandung,freelancer,547
U556,60,10499,Medan,business,575
U557,58,7502,Surabaya,freelancer,787
U558,35,13184,Medan,employee,719
U559,51,5768,Jakarta,employee,717
U560,38,8286,Bandung,employee,575
U561,21,8576,Medan,freelancer,740
U562,42,4466,Jakarta,employee,791
U563,33,10027,Bandung,business,748
U564,31,10411,Surabaya,employee,649
U565,36,13568,Medan,freelancer,736
U566,33,13839,Jakarta,employee,619
U567,38,4688,Bandung,freelancer,761
U568,24,6136,Bandung,business,730
U569,47,7947,Bandung,freelancer,745
U570,56,4301,Medan,business,720
U571,39,9938,Bandung,freelancer,599
U572,21,14143,Jakarta,business,764
U573,58,12535,Jakarta,employee,583
U574,45,5398,Bandung,employee,601
U575,46,14687,Medan,business,723
U576,33,11090,Bandung,business,670
U577,42,2571,Surabaya,freelancer,585
U578,53,8356,Medan,freelancer,528
U579,24,5165,Jakarta,freelancer,531
U580,28,8555,Medan,employee,604
U581,48,14446,Bandung,employee,516
U582,25,3009,Jakarta,business,666
U583,51,2386,Surabaya,employee,692
U584,42,2948,Medan,freelancer,510
U585,35,11744,Jakarta,business,504
U586,23,4185,Jakarta,freelancer,520
U587,29,6896,Bandung,business,697
U588,36,12641,Surabaya,business,617
U589,39,13903,Surabaya,employee,789
U590,34,3213,Bandung,freelancer,590
U591,28,7261,Surabaya,freelancer,625
U592,48,4957,Bandung,business,764
U593,44,12682,Medan,freelancer,528
U594,36,12850,Jakarta,freelancer,535
U595,34,10698,Bandung,employee,609
U596,47,11611,Bandung,freelancer,528
U597,41,11486,Bandung,freelancer,573
U598,52,2637,Bandung,business,687
U599,49,3820,Medan,employee,784
U600,23,11058,Medan,employee,547
U601,38,2024,Jakarta,freelancer,529
U602,24,8273,Medan,employee,565
U603,41,5455,Bandung,employee,798
U604,50,5063,Jakarta,freelancer,672
U605,45,6338,Surabaya,business,757
U606,44,5274,Surabaya,business,668
U607,59,9563,Bandung,freelancer,687
U608,21,9012,Medan,business,679
U609,57,8129,Surabaya,employee,516
U610,42,3890,Jakarta,business,655
U611,60,11868,Medan,employee,736
U612,42,4808,Bandung,employee,612
U613,43,5233,Medan,business,668
U614,46,14975,Medan,employee,500
U615,24,4584,Bandung,employee,641
U616,42,14031,Jakarta,business,737
U617,40,11477,Medan,freelancer,727
U618,22,14664,Medan,employee,624
U619,56,7760,Jakarta,employee,692
U620,38,10043,Surabaya,business,747
U621,43,11951,Jakarta,business,750
U622,35,6051,Jakarta,employee,788
U623,47,14079,Jakarta,freelancer,510
U624,60,9925,Jakarta,business,741
U625,22,3649,Medan,freelancer,556
U626,29,12176,Jakarta,freelancer,632
U627,37,3323,Surabaya,business,585
U628,55,6205,Medan,business,565
U629,35,4804,Surabaya,business,604
U630,46,2554,Surabaya,employee,636
U631,33,3874,Jakarta,freelancer,577
U632,59,7251,Medan,freelancer,544
U633,22,8830,Bandung,employee,531
U634,52,10373,Medan,employee,762
U635,38,5685,Surabaya,business,712
U636,38,4807,Surabaya,business,738
U637,31,2319,Medan,business,538
U638,56,8769,Bandung,employee,673
U639,43,12316,Bandung,business,649
U640,59,14524,Jakarta,employee,778
U641,47,5468,Bandung,employee,624
U642,37,11455,Jakarta,freelancer,716
U643,55,8826,Jakarta,business,800
U644,38,2902,Surabaya,freelancer,628
U645,48,6205,Surabaya,employee,672
U646,26,2437,Bandung,business,507
U647,37,10905,Medan,employee,791
U648,38,5084,Surabaya,business,677
U649,37,6983,Medan,freelancer,609
U650,48,11594,Medan,employee,548
U651,45,9083,Surabaya,employee,623
U652,38,2312,Medan,freelancer,555
U653,52,3786,Jakarta,business,612
U654,34,14807,Bandung,employee,714
U655,21,2486,Bandung,employee,504
U656,42,2723,Surabaya,business,742
U657,57,8280,Jakarta,employee,585
U658,35,8718,Medan,business,517
U659,32,11115,Jakarta,freelancer,698
U660,31,6641,Bandung,freelancer,628
U661,25,8708,Medan,business,698
U662,36,11444,Medan,employee,737
U663,50,12582,Medan,employee,753
U664,57,13265,Medan,employee,748
U665,43,14830,Jakarta,freelancer,622
U666,23,14058,Bandung,employee,624
U667,28,12966,Surabaya,employee,606
U668,51,7082,Medan,freelancer,559
U669,38,5374,Surabaya,employee,654
U670,35,11727,Medan,business,722
U671,32,14341,Bandung,employee,551
U672,32,3286,Bandung,business,729
U673,35,14633,Surabaya,business,664
U674,37,3837,Medan,business,586
U675,41,9443,Jakarta,freelancer,563
U676,41,10418,Medan,employee,690
U677,29,13217,Medan,freelancer,553
U678,60,7452,Bandung,employee,545
U679,35,12729,Medan,employee,794
U680,40,6418,Medan,business,636
U681,33,4482,Medan,employee,568
U682,48,4352,Medan,employee,713
U683,44,9369,Medan,freelancer,566
U684,45,4990,Jakarta,freelancer,713
U685,47,5147,Medan,business,685
U686,32,9990,Bandung,business,683
U687,44,10410,Medan,freelancer,591
U688,37,8668,Surabaya,employee,698
U689,59,6715,Surabaya,employee,553
U690,39,12967,Surabaya,business,602
U691,41,7318,Bandung,business,736
U692,33,11076,Jakarta,business,582
U693,53,11353,Bandung,business,509
U694,25,7144,Surabaya,employee,762
U695,24,7146,Bandung,business,649
U696,58,14044,Bandung,employee,644
U697,54,8900,Jakarta,employee,555
U698,47,8530,Jakarta,business,770
U699,36,10013,Jakarta,employee,532
U700,24,2455,Medan,freelancer,780
U701,30,2489,Jakarta,employee,598
U702,50,12456,Bandung,business,763
U703,37,10452,Medan,employee,681
U704,23,11828,Jakarta,business,506
U705,45,7573,Surabaya,freelancer,636
U706,45,3978,Medan,business,755
U707,26,10257,Surabaya,business,729
U708,29,11007,Surabaya,business,522
U709,27,13343,Medan,freelancer,650
U710,53,14532,Jakarta,freelancer,706
U711,42,5873,Surabaya,business,789
U712,38,7552,Medan,employee,672
U713,53,5725,Surabaya,business,701
U714,60,8585,Medan,employee,724
U715,42,13820,Bandung,business,788
U716,56,9096,Surabaya,employee,573
U717,36,10508,Surabaya,employee,773
U718,24,4333,Medan,freelancer,766
U719,41,8324,Surabaya,employee,624
U720,55,11548,Bandung,business,563
U721,44,14837,Bandung,business,611
U722,47,8382,Medan,business,616
U723,49,10575,Surabaya,employee,621
U724,53,5770,Medan,business,529
U725,50,14806,Medan,freelancer,684
U726,38,10120,Bandung,employee,506
U727,33,5393,Bandung,business,697
U728,35,9269,Medan,business,502
U729,40,3682,Medan,freelancer,630
U730,56,8999,Medan,business,542
U731,35,12258,Jakarta,business,540
U732,56,9863,Surabaya,business,665
U733,42,6443,Bandung,freelancer,728
U734,26,9770,Bandung,freelancer,713
U735,38,4508,Bandung,employee,610
U736,57,9222,Bandung,employee,579
U737,21,4970,Bandung,freelancer,673
U738,26,2387,Jakarta,freelancer,665
U739,60,7936,Jakarta,business,675
U740,45,3241,Bandung,freelancer,589
U741,50,3791,Medan,freelancer,512
U742,47,8098,Surabaya,employee,514
U743,37,4686,Medan,freelancer,714
U744,27,7876,Jakarta,employee,616
U745,55,13574,Bandung,employee,676
U746,31,10739,Medan,freelancer,734
U747,25,9769,Bandung,business,529
U748,28,14369,Bandung,business,790
U749,37,2749,Surabaya,freelancer,649
U750,24,12236,Medan,employee,729
U751,48,14308,Surabaya,business,698
U752,59,3742,Medan,freelancer,557
U753,60,7735,Surabaya,business,707
